samp_id,text,ae,term_code,term,term_llt_or_pt
329515653251883008,"@ecrjones coming off lamotrigine has been as bad as going up on it. poorly tummy, tiredness, feeling disconnected",tiredness,10043890,fatigue,tiredness
342382265134891009,vyvanse keep me straight but i can't eat shit when i'm on em,can't eat,10003017,decreased appetite,appetite absent
349892793587613697,@rogerbezanis: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks,gain unwanted pounds,10047896,weight increased,weight gain
349892793587613697,@rogerbezanis: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks,water weight,10047839,fluid retention,water retention
340249316469907456,god there is nothing worse than nicotine withdrawal,withdrawal,10073281,withdrawal syndrome,withdrawal symptom
348599627009896448,i did it. it hurt quite a bit more this time. but i did it. #humira #rheum #spoonie,hurt,10033371,pain,pain
351492291271213056,no pain is worse than humira. not even arthritis. lmfao.,pain,10033371,pain,pain
340903633312960512,"me : feeling fine, watching tv ... swiffer commercial #lamotrigine : lol lets make the bitch cry at this... a fucking swiffer commercial.",cry ,10011469,crying,crying
343375837929807872,i'm def suing cymbalta. i can't wait until its out of my system. get out!!!!!!! nowwww!!!!! you turn peaceful people into the hulk!,turn peaceful people into the hulk,10001488,aggression,aggression
342147988937920512,"fda needs a warning label for vyvanse: ""use of of this drug may result in major ocd/many unneeded hours at work"" http://t.co/o7pqc782di",ocd,10029898,obsessive-compulsive disorder,obsessive-compulsive disorder
352526763387133953,@anwen @ellwynnnnn venlafaxine withdrawal is worse than most by miles x,withdrawal,10073281,withdrawal syndrome,withdrawal symptom
341690963808370690,do i come off my medication or do i just continue to be a prozac zombie,zombie,10016384,feeling abnormal,felt like a zombie
352862592072560640,meds paranoia cos my leg is itching #lamictal #bipolar,leg is itching,10023091,pruritus,itchy legs
352862592072560640,meds paranoia cos my leg is itching #lamictal #bipolar,paranoia,10033864,paranoia,paranoia
349455785308327936,@jennyelliott88 ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??,shooting pains down arms &amp; legs,10050007,pain,shooting pain
349455785308327936,@jennyelliott88 ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??,body ache,10000424,pain,ache
349455785308327936,@jennyelliott88 ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??,shooting pains down arms,10050007,pain,shooting pain
347620121323372545,"@elladeruiter oh i hate that! i used to be on citalopram, it stopped working eventually. sometimes i have to up my effexor dose temporarily.",stopped working,10043087,tachyphylaxis,tachyphylaxis
347561124721479681,seroquel makes me wanna eat so much,eat so much,10021654,increased appetite,increased appetite
358350698636775424,this vyvanse got me sweating right now and i dont even know why,sweating,10042661,hyperhidrosis,sweating
332761628544229376,@strangledduck i am on duloxetine and i think my body would be asleep 24/7 if i let it.,asleep 24/7,10041000,hypersomnia,sleep excessive
328202474655723522,pop a ciprofloxacin i'm sweating woo!,sweating,10042661,hyperhidrosis,sweating
345227897633648640,"i always plan on eating breakfast, and then i wake up &amp; take my vyvanse... #vyvanseproblems",plan on eating,10003028,decreased appetite,appetite lost
349178019979603970,"ssri discontinuation syndrome is a bitch. effexor, i hate you. wellbutrin, thanks for being nice to me. now do your job kthx. #depression",discontinuation syndrome,10048010,withdrawal syndrome,withdrawal syndrome
333938862600634370,"@herodfel @amelia_draws @scribble_dragon it's very tough. i understand, &amp; you have my full sympathy. how did you find cymbalta withdrawals?",withdrawals,10073281,withdrawal syndrome,withdrawal symptom
352782246165495808,@njmanura zyprexa had me sleep walking!!!,sleep walking,10041012,somnambulism,sleep walking
341215457975607296,coming off of cymbalta has been the most exhausting experience. and it isn't even over :(,exhausting,10015667,fatigue,exhaustion
350434208805695489,"i can't even fucking restrict anymore. i just eat, and eat. maybe it's bc of the zyprexa. the other med should help with that, but idk.","just eat, and eat",10021654,increased appetite,increased appetite
348986300742909952,struggling with effexor withdrawal. worse than any symptoms i was taking the drug for.stay away from this!!! http://t.co/m5r2qtt9np,withdrawal,10073281,withdrawal syndrome,withdrawal symptom
333195213197672448,"olanzapine together. olanzapine is causing me to gain weight because i binge eat on it, normally in the evening. also sick of the joint pain",binge,10004716,binge eating,binge eating
333195213197672448,"olanzapine together. olanzapine is causing me to gain weight because i binge eat on it, normally in the evening. also sick of the joint pain",joint pain,10023222,arthralgia,joint pain
333195213197672448,"olanzapine together. olanzapine is causing me to gain weight because i binge eat on it, normally in the evening. also sick of the joint pain",gain weight,10047896,weight increased,weight gain
342523133313560576,"adderall puts me in a good mood, vyvanse makes me an asshole.",makes me an asshole,10034719,personality change,personality change
342228877445316609,"medication side-affects have hit me hard today: i keep on randomly jolting or rocking, it is so bad i am finding it hard to type! #seroquel",rocking,10001540,akathisia,akathisia
342228877445316609,"medication side-affects have hit me hard today: i keep on randomly jolting or rocking, it is so bad i am finding it hard to type! #seroquel",jolting,10023188,dyskinesia,jerkiness
326784616725880832,i ate 2 cakes  2 pastries at work today. blaming the quetiapine rather than my liking for cakes. blaming work too for providing free cake.,ate,10021654,increased appetite,increased appetite
343146080269111297,the #quetiapine is kicking in. bizarre thoughts tonight. tempted to take the whole lot. i won't - don't worry people. just odd thoughts.,bizarre thoughts,10021402,illogical thinking,illogical thinking
343076301835472898,im having paroxetine withdrawals but thats ok cuz i still aint takin no moe fuck behavioral health ill be iight,withdrawals,10048010,withdrawal syndrome,withdrawal syndrome
332070396104953857,"prozac and paxil have the same effects.  well, shit. no wonder i fucking have insomnia after i told him i have it.",insomnia,10022437,insomnia,insomnia
344467559199961089,"tell you okes what: when your dr. says only take seroquel at night, only take it at night. zombiness galore.",zombiness,10016384,feeling abnormal,felt like a zombie
345334049679753216,@reneeliedig hi idk who you are but i just wanted to let you know i gained over 20 lbs on paxil. be watchful.,gained over 20 lbs,10047896,weight increased,weight gain
340313583827156992,all this nicotine is going to my head,going to my head,10019203,vertigo,head spinning
347137874568830977,@gloombat i think it was an anxiety meds dream. damn quetiapine.,dream,10004969,abnormal dreams,bizarre dreams
332983321187471361,@hendryhannah i tried fluoxetine. it knocked me out.,knocked me out,10041014,somnolence,sleepiness
331437863528972288,had a great few hours on my bike but exercise drives my #olanzapine munchies. getting fed up with not being able to fit into summer wardrobe,munchies,10016336,hunger,feeling hungry
331437863528972288,had a great few hours on my bike but exercise drives my #olanzapine munchies. getting fed up with not being able to fit into summer wardrobe,not being able to fit into summer wardrobe,10047896,weight increased,weight gain
349328587255590912,@tootingrebecca it helped me enormously with seroquel withdrawal but it makes benzo withdrawal much worse.,withdrawal,10048010,withdrawal syndrome,withdrawal syndrome
341824775158652928,this night of no sleep is brought to you by vyvanse. ?,no sleep,10041001,insomnia,sleep loss
344923302919278592,my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.,hungry,10020466,hunger,hunger
344923302919278592,my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.,tear my own face off &amp; eat it,10020467,appetite disorder,hunger abnormal
344923302919278592,my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.,cry,10011469,crying,crying
342616665252589568,results of accidentally taking 100 mg of vyvanse last night: i took it at 11:00am and was wide awake until 3:30 this morning..,wide awake,10012804,insomnia,difficulty sleeping
349084992611164160,"@shellyfanelly i was on #azathioprine for about 8 years, it worked well, now on #humira instead though which is knocking me about",knocking me about,10016370,malaise,feeling unwell
341327231508967424,"@nullfuture me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die.",weight-gaining,10047896,weight increased,weight gain
341327231508967424,"@nullfuture me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die.",fatness,10047896,weight increased,weight gain
347326324085510144,your humira shot burns with the power of a thousand suns #ibdfmlmoments #crohns #ibd #uc,burns,10022053,injection site pain,injection site burning
334022366457917440,"@stevecoy @joelanair all the things i have just make me sleepy as hell: cymbalta, klonopin, ambien. wait what if i take em all togethhssaagg",sleepy,10041018,somnolence,sleepy
344389958812983296,i rilly want to get off cymbalta but i don't want to suffer through terrible withdrawals,withdrawals,10073281,withdrawal syndrome,withdrawal symptom
352934996970967040,allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/bkqnqwy5nk,allergic reaction ,10001718,hypersensitivity,allergic reaction
347784229842726913,19.32 day 20 rivaroxaban diary. still residual aches and pains; only had 4 paracetamol today.,aches,10000424,pain,ache
347784229842726913,19.32 day 20 rivaroxaban diary. still residual aches and pains; only had 4 paracetamol today.,pains,10033371,pain,pain
341919706502029313,my body is so not ready for this seroquel. never had an antidepressant knock me the fuck out at a quarter dose before o _o,knock me the fuck out ,10024855,loss of consciousness,loss of consciousness
349428920552136704,hey guys don't forget to refill your paxil for like six days because the withdrawal is like heroin. literally.,withdrawal,10073281,withdrawal syndrome,withdrawal symptom
351395533933395968,rt @ginarclark: personal frustration med's that work (humira) then wear-off even when taking mtx for anti-bodies. #rheum,wear-off,10043087,tachyphylaxis,tachyphylaxis
333014107940872193,"@nirebryce thanks. there is a nonzero chance that the discomfort i am feeling was caused by going back on cymbalta, possibly too quickly.",discomfort,10013082,discomfort,discomfort
342376807527497730,@coolpharmgreg i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww,equivalent to torture,10016370,malaise,feeling unwell
342376807527497730,@coolpharmgreg i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww,oww,10033371,pain,pain
342376807527497730,@coolpharmgreg i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww,toxic,10013746,toxicity to various agents,drug toxicity
329669841520836608,but i have realised that it's the lamotrigine which causes the joint pain.,joint pain,10023222,arthralgia,joint pain
327789313175719936,i can't secretly try and come off my olanzapine as my cpn and psychiatrist will notice the weight loss!,weight,10047896,weight increased,weight gain
350668902902145028,@obsidianvormund @glass1ncision sorry for jumping in. trying to get up for work after night seroquel is a nightmare!,trying to get up,10019158,somnolence,hard to awaken
327354645095784449,time for my commute. wondering if i'm going to cope with this everyday. it's like wading through treacle getting up so early on olanzapine,like wading through treacle getting up,10018732,somnolence,groggy on awakening
333422979587395584,"magically my appetite has gone back to normal since going off seroquel! well, well, well - i was right, the doctor was wrong.",appetite,10074314,appetite disorder,appetite fluctuation
341989840398716928,shouts out to seroquel for giving me that blessed 17h sleep tho,17h sleep,10041000,hypersomnia,sleep excessive
329517384106913792,i can?t see the point in taking #venlafaxine it?s screwing up my sleep &amp; i?m pretty sure it?s not helping with the depression.,screwing up my sleep,10040995,sleep disorder,sleep disturbance
342160820739915776,@nikkimarieeeee lucky bitch i took vyvanse today as it makes me not eat i just wanna be able to wanna eat ugh,not eat,10003028,decreased appetite,appetite lost
345093691305779200,oh i get it  ambien  seroquel  now i'm floatin,floatin,10016782,feeling abnormal,floating feeling
330960523195736064,don't need any alcohol really when fluoxetine just makes me feel like i can't even stand,feel like i can't even stand,10050218,dysstasia,difficulty in standing
348287743568277504,rivaroxaban diary day 22. am beginning to think all pains from pressure on that part of body are due to fluid retention.,pains,10033371,pain,pain
348287743568277504,rivaroxaban diary day 22. am beginning to think all pains from pressure on that part of body are due to fluid retention.,fluid retention,10016807,fluid retention,fluid retention
342161058653405184,@itwasntbay yeah when i take vyvanse any food just looks/sounds/tastes fucking disgusting,food just looks/sounds/tastes fucking disgusting,10049238,food aversion,food aversion
345579566951198722,i?m sort of nauseous. don?t know if it?s a side effect of the viibryd or i need to eat more or what. unpleasant.,nauseous,10028823,nausea,nauseous
342646731856572416,i shouldn't tweet on vyvanse it's going to be extremely negative lol,negative,10058672,negative thoughts,negative thoughts
352905914640109568,@stillicides well no. but it's just that i dropped my quetiapine last night. i slept horribly! but i feel v unfoggy...,slept horribly,10040995,sleep disorder,sleep disturbance
348262745730338817,"rivaroxaban diary day 22. last tablet taken tuesday 18th, 4 days ago. woken up in pain. bad fluid retention (uneven) on both legs.",fluid retention,10016807,fluid retention,fluid retention
348262745730338817,"rivaroxaban diary day 22. last tablet taken tuesday 18th, 4 days ago. woken up in pain. bad fluid retention (uneven) on both legs.",pain,10033371,pain,pain
342248119687331841,coming off 150mg venlafaxine over 14 days was a better idea in discussion. my brain feels like its actually vibrating! #willpower,brain feels like its actually vibrating,10033775,paraesthesia,paraesthesia
358354458083729408,"maybe i'm allergic to paxil, because it didn't say anything about making your face break out.",allergic,10001718,hypersensitivity,allergic reaction
358354458083729408,"maybe i'm allergic to paxil, because it didn't say anything about making your face break out.",face break out,10000496,acne,acne
341353517811900416,so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.,needing my inhaler,10006338,dyspnoea,breathing difficult
341353517811900416,so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.,allergic,10001718,hypersensitivity,allergic reaction
341353517811900416,so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.,rash ,10037844,rash,rash
347834624304640001,"you know starting with geodon, the meds messed up my attitude. how odd. it's not just about spirituality. i became a bit mean. that got",messed up my attitude,10003743,personality change,attitude change
347834624304640001,"you know starting with geodon, the meds messed up my attitude. how odd. it's not just about spirituality. i became a bit mean. that got",mean,10045549,personality disorder,unpleasant personality
333483772345466881,found them. starting back up on effexor. vomits shall ensue!,vomits,10047700,vomiting,vomiting
341941862883545089,"@back_datashup same lol didn't eat a thing, damn vyvanse",didn't eat a thing,10003017,decreased appetite,appetite absent
347423789698654209,i had the two humira shots today and the needle didnt hurt at all but the medicine inside burned like lava,burned,10006784,burning sensation,burning sensation
342026873712308224,i couldn't remember if i took a vyvanse or not early so i took another one &amp;now i'm spazzing out... bc obviously i took one already?? #adhd,spazzing out,10014559,emotional disorder,emotional reaction
342305559216807936,seroquel will make you sleep for 12 hours.,sleep for 12 hours,10041000,hypersomnia,sleep excessive
340261980675907585,saying goodbye to smoking involves more than physical recovery from nicotine addiction #worldnotobaccoday (1),addiction,10001125,dependence,addiction
349200053262508033,"@karensmallcat i hated seroquel, i was sleeping 18 hrs a day on it", sleeping 18 hrs a day ,10011865,somnolence,daytime sleepiness
348569983833477120,"effexor side effects; headaches, no appetite.",no appetite,10003028,decreased appetite,appetite lost
348569983833477120,"effexor side effects; headaches, no appetite.",headaches,10019211,headache,headache
353069706330124288,why is my brain so retarded when my vyvanse wears off?,brain so retarded,10027374,mental impairment,mental impairment
350480290839408640,"promise, brownies honor i'm not stupid, i have been forgetting everything lately #paxil",forgetting,10017060,memory impairment,forgetfulness
343447619823095808,my emails to big pharm were answered! turns out there is a pill that makes you stop spending all of your income in food and it's #vyvanse,stop spending all of your income in food,10003028,decreased appetite,appetite lost
343539966657327105,i hate forgetting to take my cymbalta. it makes you feel sooooooo weird.,feel sooooooo weird,10047904,feeling abnormal,weird feeling
341947752005107713,@skernandez because i realized vyvanse after a certain time of taking it increased my anxiety and made me more irrational.,anxiety,10002855,anxiety,anxiety
341947752005107713,@skernandez because i realized vyvanse after a certain time of taking it increased my anxiety and made me more irrational.,irrational,10022989,thinking abnormal,irrational
344204406113312768,"rt @vyvanseswag: vyvanse, commonly known as ocd in a pill.",ocd,10029898,obsessive-compulsive disorder,obsessive-compulsive disorder
348813268363657216,feels like one of those 5-cup #coffee days - but wait: i'm weaning off #seroquel. aha!,feels like one of those 5-cup #coffee days,10015595,somnolence,excessive daytime sleepiness
340448348303663104,"thank you, prozac, for my most fucked dream to date",dream,10000125,abnormal dreams,abnormal dreams
342232503395962880,@jelizap tried lithium &amp; depakote been reading up on lamotrigine it was suggested but had such nightmare with quetiapine was scared to try,nightmare,10029412,nightmare,nightmare
351523364428451840,"@kirkby007 if u r on #humira and have respiratory probs - see ur doc.  that;s how it all started of me.  be well.  nice chatting,",respiratory probs,10038683,respiratory disorder,respiratory disorder
341771192279105538,didnt take my vyvanse and remembered what food is #firstworldproblems @_ericalynn_,remembered what food is,10003028,decreased appetite,appetite lost
350429791851261952,"i stopped taking my seroquel because i hate it. i can barely function on it, hopefully my cpn &amp; psychiatrist can advise a 'nicer' med.",barely function,10027372,mental impairment,mental function decreased
342349802601844737,@luckystubbs reppin zoloft&amp;seroquel since last november. i'm hella gainin weight too awesome i'm fat and can't cum i own,fat,10047896,weight increased,weight gain
342349802601844737,@luckystubbs reppin zoloft&amp;seroquel since last november. i'm hella gainin weight too awesome i'm fat and can't cum i own,gainin weight,10047896,weight increased,weight gain
342349802601844737,@luckystubbs reppin zoloft&amp;seroquel since last november. i'm hella gainin weight too awesome i'm fat and can't cum i own,can't cum,10021574,anorgasmia,inability to orgasm
351687991451860992,@liftburn it all might be due to restlessness. #seroquel did make my legs go too!!,did make my legs go,10038742,restless legs syndrome,restless legs
351687991451860992,@liftburn it all might be due to restlessness. #seroquel did make my legs go too!!,restlessness,10038743,restlessness,restlessness
332430432459186176,@wielding my friends are annoying me and i'm having withdrawls from the paxil because american healthcare is a joke :(,withdrawls,10073281,withdrawal syndrome,withdrawal symptom
345549620342034434,@racanuck i had a weird rash w/ enbrel. but it was all over my abdomen &amp; chest. rash in elbow cld b psoriasis? can u take a pic?,rash,10037844,rash,rash
349543406747389953,@_rubyrouge_ i'm reducing duloxitine (been on 6 yr) and slowly increasing m but slept 13-14 hrs solid and still feel wasted,slept 13-14 hrs,10041349,somnolence,somnolence
349543406747389953,@_rubyrouge_ i'm reducing duloxitine (been on 6 yr) and slowly increasing m but slept 13-14 hrs solid and still feel wasted,feel wasted,10016330,feeling drunk,feeling drunk
342222086913261568,@azlemed first two weeks of olanzapine v drowsy. weight gain was an issue. great for my anxiety though.,drowsy,10013649,somnolence,drowsiness
342222086913261568,@azlemed first two weeks of olanzapine v drowsy. weight gain was an issue. great for my anxiety though.,weight gain,10047896,weight increased,weight gain
332830369000853504,@annaspargoryan benzos don't work for me &amp; i've had a cracker of a panic attack on seroquel. listening to people chat on podcasts helps me.,panic attack,10033664,panic attack,panic attack
348695929227993088,"@wickleperson i do have a crisis number, but i'm just going to knock myself out today w/ trazodone and start antipsychotics today too.",antipsychotics,10037234,psychotic disorder,psychosis
342579514636902403,upped my effexor dosage 5 days ago. sleep cycle and quality went to shit 4 days ago. i sense a correlation here...,sleep cycle,10040995,sleep disorder,sleep disturbance
342579514636902403,upped my effexor dosage 5 days ago. sleep cycle and quality went to shit 4 days ago. i sense a correlation here...,quality,10062519,poor quality sleep,poor quality sleep
341716542213468160,@jules_clarke banana? hot milk? and randomly lettuce! all contain sleepy bye chems. all i have is trazodone which means dopey all day tomo,dopey,10027374,mental impairment,mental impairment
350232501215707137,gamma-aminobutyric acid+glycine =paralyzing rem neurotransmitters=precisely when you shouldn't wake up=grumpy as fuck  #sciencestrikesagain,shouldn't wake up,10041349,somnolence,somnolence
342722384723316737,popped a vyvanse i'm tweaking. whoop,tweaking,10070679,feeling abnormal,feeling stoned
343738008001998848,@the_ignorable hungover shakes + vyvanse shakes + coffee = recipe for success,shakes,10040528,tremor,shaking
341025218204147712,"@candidlykelly some day i should try fluoxetine again. it made me all suicidal the first time, but i was 18",suicidal,10042458,suicidal ideation,suicidal ideation
341530146165104641,"this cipro is totally ""killing""  my tummy .. hiks..","killing""""  my tummy",10045148,abdominal pain,tummy ache
341351963583201282,ok i've got a med ? anyone ever tried cymbalta?? my doc put me on it but i slept 10 hrs straight!!,slept 10 hrs,10041000,hypersomnia,sleep excessive
